9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595265966341,85,85,85
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595266086074,85,85,85
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595266206021,85,85,85
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595266328891,85,85,85
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595266446212,85,85,85
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595266566253,85,85,85
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595266685997,85,85,85
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595266806431,85,85,85
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595266926075,85,85,85
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595267046054,85,85,85
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595267166004,80,85,85
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595267286161,80,83,85
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595267406155,80,83,84
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595267526095,80,83,84
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595267646083,83,84,85
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595267766177,83,84,85
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595267886328,84,84,85
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595268006677,84,85,85
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595268126203,84,85,85
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595268246793,81,84,85
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595268366392,81,85,90
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595268486777,85,90,90
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595268606631,85,90,90
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595268726293,85,90,90
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595268846589,84,84,85
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595268966507,90,90,90
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595269086405,85,90,90
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595269206866,85,90,90
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595269326080,90,90,90
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595269446018,90,90,90
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595269566436,90,90,90
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595269685899,90,90,90
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595269806357,90,90,95
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595269926339,90,90,95
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595270046018,90,90,95
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595270166893,90,90,95
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595270286769,90,90,90
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595270406178,90,90,90
9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1595270526917,90,90,90
